ID,fcr_HED_1_ice_cream_fed,fcr_LED_1_apple_fed,fcr_HED_2_muffins_fed,fcr_HED_3_lollipop_fed,fcr_OBJ_1_postit_fed,fcr_HED_4_twizzler_fed,fcr_OBJ_2_highlighter_fed,fcr_LED_2_kiwi_fed,fcr_HED_5_cheeseburger_fed,fcr_OBJ_3_pushpins_fed,fcr_HED_6_m_ms_fed,fcr_OBJ_4_lightbulb_fed,fcr_OBJ_5_stapler_fed,fcr_LED_3_peas_carrots_fed,fcr_LED_4_carrot_sticks_fed,fcr_OBJ_6_tapemeasure_fed,fcr_OBJ_7_keys_fed,fcr_HED_7_corn_chips_fed,fcr_OBJ_8_flashlight_fed,fcr_LED_5_honeydew_fed,fcr_OBJ_9_screws_fed,fcr_LED_6_radish_fed,fcr_OBJ_10_sharpener_fed,fcr_LED_7_strawberries_fed,fcr_OBJ_11_scissors_fed,fcr_OBJ_12_envelope_fed,fcr_LED_8_grapes_fed,fcr_LED_9_grapefruit_fed,fcr_HED_8_choc_truffles_fed,fcr_LED_10_salad_fed,fcr_HED_9_fruit_loops_fed,fcr_LED_11_bananas_fed,fcr_LED_12_celery_fed,fcr_HED_10_strawberry_icecream_fed,fcr_LED_13_peapods_fed,fcr_HED_11_tatertots_fed,fcr_LED_14_mushrooms_fed,fcr_HED_12_frenchfries_fed,fcr_LED_15_lettuce_fed,fcr_HED_13_icecream_sandwich_fed,fcr_OBJ_13_masking_tape_fed,fcr_HED_14_cinnamon_bun_fed,fcr_OBJ_14_notebooks_fed,fcr_HED_15_grilled_cheese_fed,fcr_OBJ_15_paint_brush_fed,fcr_HED_16_nuggets_fed,fcr_LED_16_brussel_sprouts_fed,fcr_OBJ_16_paper_clips_fed,fcr_HED_17_green_icecream_cone_fed,fcr_OBJ_17_colored_pencils_fed,fcr_LED_17_cherries_fed,fcr_HED_18_pizza_slice_fed,fcr_LED_18_broccoli_fed,fcr_OBJ_18_clipboard_fed,fcr_HED_19_hotdog_fed,fcr_LED_19_corn_fed,fcr_HED_20_creamsicle_fed,fcr_OBJ_19_folder_fed,fcr_LED_20_cucumber_fed,fcr_OBJ_20_corkboard_fed,fcr_HED_21_jellybeans_fed,fcr_LED_21_orange_slices_fed,fcr_HED_22_fishcrackers_fed,fcr_LED_22_watermelon_fed,fcr_LED_23_fruit_salad_fed,fcr_HED_23_candy_corn_fed,fcr_HED_24_birthday_cake_fed,fcr_LED_24_berries_fed,fcr_HED_25_chocchip_cookies_fed,fcr_OBJ_21_alarm_clock_fed,fcr_HED_26_cheese_curls_fed,fcr_OBJ_22_ruler_fed,fcr_LED_25_cauliflower_fed,fcr_HED_27_cheesecake_fed,fcr_OBJ_23_eraser_fed,fcr_OBJ_24_green_paper_clips_fed,fcr_HED_28_cupcake_fed,fcr_OBJ_25_picture_frame_fed,fcr_LED_26_pineapple_fed,fcr_LED_27_raspberries_fed,fcr_OBJ_26_rubber_bands_fed,fcr_OBJ_27_screwdriver_fed,fcr_LED_28_peach_fed,fcr_HED_29_pink_donut_fed,fcr_OBJ_28_binder_clips_fed,fcr_HED_30_butter_cookies_fed,fcr_LED_29_mango_fed,fcr_OBJ_29_calendar_fed,fcr_LED_30_colored_peppers_fed,fcr_OBJ_30_pencil_case_fed,fcr_HED_1_ice_cream_fast,fcr_LED_1_apple_fast,fcr_HED_2_muffins_fast,fcr_HED_3_lollipop_fast,fcr_OBJ_1_postit_fast,fcr_HED_4_twizzler_fast,fcr_OBJ_2_highlighter_fast,fcr_LED_2_kiwi_fast,fcr_HED_5_cheeseburger_fast,fcr_OBJ_3_pushpins_fast,fcr_HED_6_m_ms_fast,fcr_OBJ_4_lightbulb_fast,fcr_OBJ_5_stapler_fast,fcr_LED_3_peas_carrots_fast,fcr_LED_4_carrot_sticks_fast,fcr_OBJ_6_tapemeasure_fast,fcr_OBJ_7_keys_fast,fcr_HED_7_corn_chips_fast,fcr_OBJ_8_flashlight_fast,fcr_LED_5_honeydew_fast,fcr_OBJ_9_screws_fast,fcr_LED_6_radish_fast,fcr_OBJ_10_sharpener_fast,fcr_LED_7_strawberries_fast,fcr_OBJ_11_scissors_fast,fcr_OBJ_12_envelope_fast,fcr_LED_8_grapes_fast,fcr_LED_9_grapefruit_fast,fcr_HED_8_choc_truffles_fast,fcr_LED_10_salad_fast,fcr_HED_9_fruit_loops_fast,fcr_LED_11_bananas_fast,fcr_LED_12_celery_fast,fcr_HED_10_strawberry_icecream_fast,fcr_LED_13_peapods_fast,fcr_HED_11_tatertots_fast,fcr_LED_14_mushrooms_fast,fcr_HED_12_frenchfries_fast,fcr_LED_15_lettuce_fast,fcr_HED_13_icecream_sandwich_fast,fcr_OBJ_13_masking_tape_fast,fcr_HED_14_cinnamon_bun_fast,fcr_OBJ_14_notebooks_fast,fcr_HED_15_grilled_cheese_fast,fcr_OBJ_15_paint_brush_fast,fcr_HED_16_nuggets_fast,fcr_LED_16_brussel_sprouts_fast,fcr_OBJ_16_paper_clips_fast,fcr_HED_17_green_icecream_cone_fast,fcr_OBJ_17_colored_pencils_fast,fcr_LED_17_cherries_fast,fcr_HED_18_pizza_slice_fast,fcr_LED_18_broccoli_fast,fcr_OBJ_18_clipboard_fast,fcr_HED_19_hotdog_fast,fcr_LED_19_corn_fast,fcr_HED_20_creamsicle_fast,fcr_OBJ_19_folder_fast,fcr_LED_20_cucumber_fast,fcr_OBJ_20_corkboard_fast,fcr_HED_21_jellybeans_fast,fcr_LED_21_orange_slices_fast,fcr_HED_22_fishcrackers_fast,fcr_LED_22_watermelon_fast,fcr_LED_23_fruit_salad_fast,fcr_HED_23_candy_corn_fast,fcr_HED_24_birthday_cake_fast,fcr_LED_24_berries_fast,fcr_HED_25_chocchip_cookies_fast,fcr_OBJ_21_alarm_clock_fast,fcr_HED_26_cheese_curls_fast,fcr_OBJ_22_ruler_fast,fcr_LED_25_cauliflower_fast,fcr_HED_27_cheesecake_fast,fcr_OBJ_23_eraser_fast,fcr_OBJ_24_green_paper_clips_fast,fcr_HED_28_cupcake_fast,fcr_OBJ_25_picture_frame_fast,fcr_LED_26_pineapple_fast,fcr_LED_27_raspberries_fast,fcr_OBJ_26_rubber_bands_fast,fcr_OBJ_27_screwdriver_fast,fcr_LED_28_peach_fast,fcr_HED_29_pink_donut_fast,fcr_OBJ_28_binder_clips_fast,fcr_HED_30_butter_cookies_fast,fcr_LED_29_mango_fast,fcr_OBJ_29_calendar_fast,fcr_LED_30_colored_peppers_fast,fcr_OBJ_30_pencil_case_fast,HED_icecream_food_ever1,HED_icecream_food_like1,HED_icecream_food_appetize1,LED_apple_food_ever2,LED_apple_food_like2,LED_apple_food_appetize2,HED_muffins_food_ever3,HED_muffins_food_like3,HED_muffins_food_appetize3,HED_lollipop_food_ever4,HED_lollipop_food_like4,HED_lollipop_food_appetize4,OBJ_postit_object_use,OBJ_postit_object_like,OBJ_postit_obj_appeal,HED_twizzler_food_ever5,HED_twizzler_food_like5,HED_twizzler_food_appetize5,OBJ_highlighter_object_use2,OBJ_highlighter_object_like2,OBJ_highlighter_obj_appeal2,LED_kiwi_food_ever6,LED_kiwi_food_like6,LED_kiwi_food_appetize6,HED_burger_food_ever9,HED_burger_food_like9,HED_burger_food_appetize9,OBJ_pushpins_object_use10,OBJ_pushpins_object_like10,OBJ_pushpins_obj_appeal10,HED_MandMs_food_ever11,HED_MandMs_food_like11,HED_MandMs_food_appetize11,OBJ_lightbulbs_object_use12,OBJ_lightbulbs_object_like12,OBJ_lightbulbs_obj_appeal12,OBJ_stapler_object_use13,OBJ_stapler_object_like13,OBJ_stapler_obj_appeal13,LED_peascarrots_food_ever14,LED_peascarrots_food_like14,LED_peascarrots_food_appetize14,LED_carrot_food_ever15,LED_carrot_food_like15,LED_carrot_food_appetize15,OBJ_tape_object_use16,OBJ_tape_object_like16,OBJ_tape_obj_appeal16,OBJ_keys_object_use17,OBJ_keys_object_like17,OBJ_keys_obj_appeal17,HED_cornchips_food_ever18,HED_cornchips_food_like18,HED_cornchips_food_appetize18,OBJ_flashlight_object_use19,OBJ_flashlight_object_like19,OBJ_flashlight_obj_appeal19,LED_melon_food_ever20,LED_melon_food_like20,LED_melon_food_appetize20,OBJ_screws_object_use21,OBJ_screws_object_like21,OBJ_screws_obj_appeal21,LED_radish_food_ever22,LED_radish_food_like22,LED_radish_food_appetize22,OBJ_sharpener_object_use23,OBJ_sharpener_object_like23,OBJ_sharpener_obj_appeal23,LED_strawberries_food_ever24,LED_strawberries_food_like24,LED_strawberries_food_appetize24,OBJ_scissors_object_use25,OBJ_scissors_object_like25,OBJ_scissors_obj_appeal25,OBJ_envelope_object_use26,OBJ_envelope_object_like26,OBJ_envelope_obj_appeal26,LED_grapes_food_ever27,LED_grapes_food_like27,LED_grapes_food_appetize27,LED_grapefruits_food_ever28,LED_grapefruits_food_like28,LED_grapefruits_food_appetize28,HED_choctruffles_food_ever29,HED_choctruffles_food_like29,HED_choctruffles_food_appetize29,LED_greensalad_food_ever30,LED_greensalad_food_like30,LED_greensalad_food_appetize30,HED_fruitloops_food_ever31,HED_fruitloops_food_like31,HED_fruitloops_food_appetize31,LED_banana_food_ever32,LED_banana_food_like32,LED_banana_food_appetize32,LED_celery_food_ever33,LED_celery_food_like33,LED_celery_food_appetize33,HED_strawberry_icecream_food_ever34,HED_strawberry_icecream_food_like34,HED_strawberry_icecream_food_appetize34,LED_peapods_food_ever36,LED_peapods_food_like36,LED_peapods_food_appetize36,HED_tatertots_food_ever35,HED_tatertots_food_like35,HED_tatertots_food_appetize35,LED_mushrooms_food_ever37,LED_mushrooms_food_like37,LED_mushrooms_food_appetize37,HED_frenchfries_food_ever38,HED_frenchfries_food_like38,HED_frenchfries_food_appetize38,LED_lettuce_food_ever39,LED_lettuce_food_like39,LED_lettuce_food_appetize39,HED_icecream_sandwich_food_ever40,HED_icecream_sandwich_food_like40,HED_icecream_sandwich_food_appetize40,OBJ_maskingtape_object_use41,OBJ_maskingtape_object_like41,OBJ_maskingtape_obj_appeal41,HED_cinnabun_food_ever42,HED_cinnabun_food_like42,HED_cinnabun_food_appetize42,OBJ_notebooks_object_use43,OBJ_notebooks_object_like43,OBJ_notebooks_obj_appeal43,HED_grilled_cheese_food_ever44,HED_grilled_cheese_food_like44,HED_grilled_cheese_food_appetize44,OBJ_paint_brush_object_use45,OBJ_paint_brush_object_like45,OBJ_paint_brush_obj_appeal45,HED_nuggets_ketchup_food_ever47,HED_nuggets_ketchup_food_like47,HED_nuggets_ketchup_food_appetize47,LED_brussel_sprouts_food_ever48,LED_brussel_sprouts_food_like48,LED_brussel_sprouts_food_appetize48,OBJ_combo_paper_clips_object_use49,OBJ_combo_paper_clips_object_like49,OBJ_combo_paper_clips_obj_appeal49,HED_icecream_cone_food_ever50,HED_icecream_cone_food_like50,HED_icecream_cone_food_appetize50,OBJ_colored_pencils_object_use51,OBJ_colored_pencils_object_like51,OBJ_colored_pencils_obj_appeal51,LED_cherries_food_ever52,LED_cherries_food_like52,LED_cherries_food_appetize52,HED_pizza_food_ever53,HED_pizza_food_like53,HED_pizza_food_appetize53,LED_broccoli_food_ever54,LED_broccoli_food_like54,LED_broccoli_food_appetize54,OBJ_clipboard_object_use55,OBJ_clipboard_object_like55,OBJ_clipboard_obj_appeal55,HED_hotdog_food_ever56,HED_hotdog_food_like56,HED_hotdog_food_appetize56,LED_corn_food_ever57,LED_corn_food_like57,LED_corn_food_appetize57,HED_popsicle_food_ever58,HED_popsicle_food_like58,HED_popsicle_food_appetize58,OBJ_file_folder_object_use59,OBJ_file_folder_object_like59,OBJ_file_folder_obj_appeal59,LED_cucumber_food_ever60,LED_cucumber_food_like60,LED_cucumber_food_appetize60,OBJ_cork_board_object_use61,OBJ_cork_board_object_like61,OBJ_cork_board_obj_appeal61,HED_jelly_beans_food_ever62,HED_jelly_beans_food_like62,HED_jelly_beans_food_appetize62,LED_orange_slices_food_ever63,LED_orange_slices_food_like63,LED_orange_slices_food_appetize63,HED_fishcrackers_food_ever64,HED_fishcrackers_food_like64,HED_fishcrackers_food_appetize64,LED_watermelon_food_ever65,LED_watermelon_food_like65,LED_watermelon_food_appetize65,LED_fruitsalad_food_ever66,LED_fruitsalad_food_like66,LED_fruitsalad_food_appetize66,HED_candycorn_food_ever67,HED_candycorn_food_like67,HED_candycorn_food_appetize67,HED_birthday_cake_food_ever68,HED_birthday_cake_food_like68,HED_birthday_cake_food_appetize68,LED_berries_food_ever69,LED_berries_food_like69,LED_berries_food_appetize69,HED_chocchip_cookies_food_ever70,HED_chocchip_cookies_food_like70,HED_chocchip_cookies_food_appetize70,OBJ_alarmclock_object_use71,OBJ_alarmclock_object_like71,OBJ_alarmclock_obj_appeal71,HED_cheesecurls_food_ever72,HED_cheesecurls_food_like72,HED_cheesecurls_food_appetize72,OBJ_ruler_object_use73,OBJ_ruler_object_like73,OBJ_ruler_obj_appeal73,LED_cauliflower_food_ever74,LED_cauliflower_food_like74,LED_cauliflower_food_appetize74,HED_cheesecake_food_ever75,HED_cheesecake_food_like75,HED_cheesecake_food_appetize75,OBJ_eraser_object_use76,OBJ_eraser_object_like76,OBJ_eraser_obj_appeal76,OBJ_green_paper_clips_object_use77,OBJ_green_paper_clips_object_like77,OBJ_green_paper_clips_obj_appeal77,HED_cupcake_food_ever78,HED_cupcake_food_like78,HED_cupcake_food_appetize78,OBJ_picture_frame_object_use79,OBJ_picture_frame_object_like79,OBJ_picture_frame_obj_appeal79,LED_pineapple_food_ever80,LED_pineapple_food_like80,LED_pineapple_food_appetize80,LED_raspberries_food_ever81,LED_raspberries_food_like81,LED_raspberries_food_appetize81,OBJ_rubber_bands_object_use82,OBJ_rubber_bands_object_like82,OBJ_rubber_bands_obj_appeal82,OBJ_screwdriver_object_use83,OBJ_screwdriver_object_like83,OBJ_screwdriver_obj_appeal83,LED_peach_food_ever84,LED_peach_food_like84,LED_peach_food_appetize84,HED_donut_food_ever85,HED_donut_food_like85,HED_donut_food_appetize85,OBJ_binder_clips_object_use86,OBJ_binder_clips_object_like86,OBJ_binder_clips_obj_appeal86,HED_butter_cookies_food_ever87,HED_butter_cookies_food_like87,HED_butter_cookies_food_appetize87,LED_mango_food_ever88,LED_mango_food_like88,LED_mango_food_appetize88,OBJ_calendar_object_use89,OBJ_calendar_object_like89,OBJ_calendar_obj_appeal89,LED_pepper_slices_food_like90,LED_pepper_slices_food_appetize90,LED_pepper_slices_food_ever90,OBJ_pencil_case_object_use91,OBJ_pencil_case_object_like91,OBJ_pencil_case_obj_appeal91
2001,2.3857142857142857,1.0,2.1506849315068495,3.0,1.0,3.0,1.0,1.0,2.7777777777777777,1.0,2.3472222222222223,1.0,1.0,1.8904109589041096,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.611111111111111,2.0,2.0,1.0,4.0,2.0,3.0,4.0,3.0,4.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,4.0,2.0,1.0,4.0,1.0,1.0,4.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,3,4,3.0,2.0,3,2,2,4,2,4,1,1.0,3,3,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2,1,1.0,2.0,2,4.0,2.0,2,2.0,3.0,2.0,3.0,3.0,3,4.0,1,4,1.0,3.0,1.0,4,1,4.0,2.0,1,4,1,2,4,3.0,1.0,4.0,4,3.0,1.0,3,1.0,3,2.0,4.0,2.0,2.0,4.0,3,2.0,4.0,1.0,3.0,1.0,2.0,4.0,1.0,1,3,1.0,2,2.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0,3.0,1.0,3,4,5,2,3,3,3,5,5,2,4,4,2,3,3,2,4,4,2,3,3,1,2,2,4,5,5,2,3,3,3,5,5,4,5,3,3,3,3,3,4,4,2,4,3,2,3,3,4,5,3,3,4,4,2,4,3,1,2,2,2,3,3,1,3,3,2,3,3,1,2,2,2,3,3,2,3,3,1,2,2,1,3,3,2,5,5,1,2,3,2,2,2,1,1,1,2,4,4,1,3,3,1,3,3,2,5,5,2,4,4,3,5,5,2,3,3,2,4,5,3,4,3,2,4,4,3,3,3,3,5,5,2,3,3,2,4,5,1,3,3,2,3,3,2,4,5,2,3,3,1,2,2,3,4,5,3,4,4,2,3,3,2,4,3,3,5,5,1,3,3,2,3,3,1,2,2,2,3,3,2,4,5,1,2,2,2,4,4,1,2,2,1,1,1,2,5,5,2,3,3,1,2,2,3,5,5,3,4,3,2,4,4,3,4,3,1,3,3,3,4,4,3,3,3,2,3,3,2,4,4,2,3,3,1,2,2,1,2,2,2,3,3,2,3,3,1,2,2,3,4,5,2,3,3,2,4,5,1,2,2,2,4,3,3,3,1,2,3,3
2002,2.3857142857142857,2.554054054054054,2.1506849315068495,1.4594594594594594,1.6712328767123288,2.0,1.7027027027027026,2.4027777777777777,2.7777777777777777,1.4657534246575343,2.3472222222222223,1.5277777777777777,1.6388888888888888,1.8904109589041096,2.2465753424657535,1.4594594594594594,1.7123287671232876,2.6164383561643834,1.6027397260273972,2.4324324324324325,1.3918918918918919,1.5135135135135136,1.4722222222222223,3.027027027027027,1.5342465753424657,1.4189189189189189,3.081081081081081,2.2777777777777777,2.611111111111111,2.671232876712329,2.315068493150685,2.5,2.0136986301369864,2.3333333333333335,2.081081081081081,2.8472222222222223,1.904109589041096,3.1095890410958904,2.22972972972973,2.589041095890411,1.4857142857142858,2.788732394366197,1.9722222222222223,2.710144927536232,1.8783783783783783,4.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0277777777777777,2.88,4.0,4.0,4.0,4.0,3.0,3.0,4.0,1.5211267605633803,4.0,1.0,1.6986301369863013,4.0,1.0,2.0,4.0,1.5352112676056338,2.835616438356164,4.0,1.0,2.0,2.75,4.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,3,4,1.0,3.0,3,2,3,4,3,2,4,2.0,4,3,3.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,3,3,3.0,4.0,2,4.0,1.0,3,4.0,3.0,4.0,3.0,4.0,3,4.0,2,3,3.0,4.0,2.0,4,2,4.0,1.0,1,3,2,2,4,2.0,2.0,4.0,4,3.0,2.0,2,2.0,3,3.0,4.0,4.0,4.0,4.0,3,4.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,2,4,2.0,2,2.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,1.0,1.0,2.0,3,5,5,3,3,4,3,4,4,2,3,3,4,4,4,3,5,4,4,5,3,1,3,2,3,5,5,2,3,3,4,5,4,4,5,3,4,3,3,4,5,4,2,2,2,4,4,3,2,3,3,4,5,5,2,4,3,1,3,3,2,3,3,1,3,3,2,4,3,3,4,4,4,4,3,1,3,3,4,5,5,1,3,3,3,5,4,2,2,3,3,4,4,4,5,4,3,3,3,3,5,5,3,4,4,3,5,5,1,3,2,4,5,5,2,2,2,3,5,5,3,4,3,3,5,5,3,3,3,3,4,4,2,3,3,3,4,4,2,3,3,1,2,2,3,4,4,3,3,3,2,4,4,4,5,5,3,5,4,3,3,3,2,3,4,3,5,4,3,4,3,4,4,3,2,2,2,2,3,3,3,5,4,3,5,4,4,5,4,3,4,4,3,5,4,3,5,4,3,4,3,3,5,4,4,5,4,1,3,3,3,4,4,3,4,3,2,4,4,3,5,4,4,5,3,3,4,3,3,5,4,2,3,3,2,4,4,3,4,4,3,4,3,1,3,3,2,4,3,3,5,5,2,3,3,3,4,4,3,4,3,4,4,3,4,3,3,1,3,3
2003,4.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,3.0,2.0,3.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,3.0,1.0,1.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,1.0,2.0,4.0,1.0,3.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,4.0,3,1,1.0,2.0,1,1,3,4,1,3,1,2.0,1,2,1.0,2.0,4.0,1.0,3.0,1.0,3.0,1.0,4,1,1.0,4.0,4,4.0,4.0,3,3.0,2.0,3.0,3.0,2.0,2,3.0,3,4,1.0,2.0,2.0,3,1,2.0,4.0,3,4,2,4,4,3.0,2.0,3.0,4,1.0,2.0,3,2.0,1,4.0,4.0,4.0,4.0,1.0,4,4.0,3.0,1.0,3.0,1.0,3.0,4.0,1.0,1,4,1.0,4,4.0,1.0,1.0,4.0,4.0,2.0,1.0,4.0,2.0,3.0,3.0,3,5,5,3,4,4,3,4,3,2,3,3,3,4,3,1,1,1,3,4,3,3,4,4,3,5,4,3,4,3,3,5,5,4,5,3,4,5,5,3,3,3,3,3,2,2,3,3,4,4,4,2,4,4,2,4,3,4,5,5,2,4,4,3,3,3,2,3,3,3,5,5,3,4,3,2,4,4,3,5,5,3,4,5,3,5,5,3,4,4,2,3,2,3,4,4,3,3,3,3,4,4,3,4,4,2,4,3,3,3,3,2,4,4,3,3,2,3,5,5,2,3,3,2,4,4,3,4,4,3,5,3,2,3,2,2,2,1,3,5,5,4,5,5,3,5,4,2,3,3,3,5,5,3,5,5,3,4,3,2,3,3,2,3,2,3,5,5,2,2,1,3,4,4,3,4,3,2,4,3,1,1,1,4,5,5,2,5,5,3,5,5,2,5,5,2,3,3,3,5,5,3,5,5,3,5,4,1,3,2,2,4,3,1,3,3,2,3,3,3,5,5,3,4,4,2,3,3,3,5,5,2,3,3,3,4,4,3,5,5,3,4,3,2,3,2,2,4,5,2,5,2,3,5,5,1,1,1,2,5,5,4,5,4,4,4,2,2,4,4
2004,2.3857142857142857,2.554054054054054,2.1506849315068495,1.4594594594594594,1.6712328767123288,2.0,1.7027027027027026,2.4027777777777777,2.7777777777777777,1.4657534246575343,2.3472222222222223,1.5277777777777777,1.6388888888888888,1.8904109589041096,2.2465753424657535,1.4594594594594594,1.7123287671232876,2.6164383561643834,1.6027397260273972,2.4324324324324325,1.3918918918918919,1.5135135135135136,1.4722222222222223,3.027027027027027,1.5342465753424657,1.4189189189189189,3.081081081081081,2.2777777777777777,2.611111111111111,2.671232876712329,2.315068493150685,2.5,2.0136986301369864,2.3333333333333335,2.081081081081081,2.8472222222222223,1.904109589041096,3.1095890410958904,2.22972972972973,2.589041095890411,1.4857142857142858,2.788732394366197,1.9722222222222223,2.710144927536232,1.8783783783783783,2.7857142857142856,1.8026315789473684,1.527027027027027,2.5,1.9866666666666666,2.6184210526315788,3.1052631578947367,2.466666666666667,1.6133333333333333,2.4054054054054053,2.6052631578947367,1.837837837837838,1.3918918918918919,2.1780821917808217,1.5945945945945945,2.0277777777777777,2.88,2.945945945945946,2.9594594594594597,2.84,1.9066666666666667,2.4054054054054053,2.75,2.7066666666666666,1.5211267605633803,2.295774647887324,1.4931506849315068,1.6986301369863013,2.635135135135135,1.72,1.5,2.3684210526315788,1.5352112676056338,2.835616438356164,2.7027027027027026,1.635135135135135,1.5066666666666666,2.75,2.506849315068493,1.643835616438356,2.32,2.3698630136986303,1.5555555555555556,2.0136986301369864,1.7236842105263157,1.0,3,1,1.0,1.0,1,1,1,2,1,1,1,1.0,1,1,4.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,3,1,1.0,3.0,1,1.0,1.0,1,2.8157894736842106,1.0,1.0,1.0,3.0,1,3.0,1,1,1.0,1.0,3.0,1,1,3.0,1.0,1,1,1,1,3,3.0,3.0,2.0,2,1.0,3.0,1,1.0,1,3.0,1.0,4.0,3.0,1.0,1,3.0,2.0,4.0,1.0,1.0,1.0,3.1621621621621623,1.0,1,1,1.0,3,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2,4,4,4,5,5,2,3,2,4,4,3,4,4,3,2,2,1,3,2,1,2,3,2,3,4,4,1,3,1,2,4,3,4,5,1,3,4,1,2,2,1,4,4,1,4,4,4,4,4,1,3,4,4,2,5,1,3,5,5,3,4,1,3,4,3,2,5,1,3,5,5,3,4,1,2,3,1,3,5,5,1,1,1,3,4,4,3,4,3,2,4,5,3,4,4,1,1,1,3,4,3,1,1,1,3,5,5,2,3,3,4,4,5,3,3,1,2,4,4,3,4,1,2,5,5,4,4,1,2,3,1,2,4,1,3,5,5,3,4,4,2,3,1,3,4,4,3,4,1,2,3,2,3,5,5,3,5,5,3,4,1,4,4,4,3,4,4,3,4,5,3,4,1,2,3,3,3,1,1,1,1,1,4,5,5,3,4,4,3,5,5,3,5,5,2,3,3,2,3,2,3,5,5,3,4,5,4,5,3,3,3,4,3,2,1,2,5,5,2,3,2,3,5,1,2,3,1,3,3,2,3,5,5,3,5,5,3,5,5,3,3,1,3,5,5,3,5,5,3,4,5,3,4,5,1,3,5,3,5,5,4,5,3,5,5,4,2,3,1
2006,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3,2,1.0,1.0,1,1,2,4,1,3,1,1.0,2,2,1.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,4,1,1.0,4.0,2,4.0,4.0,3,3.0,1.0,3.0,2.0,4.0,2,4.0,3,4,1.0,4.0,1.0,3,1,4.0,2.0,1,3,1,2,4,4.0,1.0,4.0,4,4.0,1.0,1,1.0,1,4.0,4.0,4.0,3.0,1.0,3,3.0,4.0,1.0,4.0,1.0,1.0,4.0,1.0,1,4,1.0,4,2.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,3,5,5,4,4,3,2,3,4,1,2,2,4,4,4,1,1,1,3,4,3,2,3,3,4,5,5,1,1,1,2,4,3,4,4,4,4,4,1,4,2,2,2,3,3,2,3,3,4,3,3,4,5,5,2,1,3,2,4,4,1,3,3,1,3,3,2,3,3,3,5,5,3,3,3,1,3,3,3,5,5,1,3,3,2,3,3,4,4,5,3,4,4,3,4,4,2,2,1,3,4,5,4,4,4,2,4,5,1,2,2,4,4,4,4,4,4,2,5,5,3,3,3,2,5,5,4,4,3,4,3,4,1,3,3,3,4,5,1,2,2,2,3,3,2,5,5,3,3,3,2,3,4,4,5,5,4,5,5,3,3,3,4,4,4,3,5,5,2,5,4,4,3,3,1,2,2,1,3,3,1,1,1,4,5,4,3,5,5,2,4,4,1,4,5,1,1,1,3,5,5,2,3,3,4,4,5,4,2,1,2,5,5,3,3,3,1,3,3,3,4,4,4,4,3,2,3,3,3,5,5,4,5,5,3,5,5,1,3,3,2,3,3,2,4,3,2,4,4,2,4,4,2,3,3,2,3,4,2,3,3,2,3,3,2,1,1,1,1,3
