ID,'roi_10_coords_-24_-39_-2_roi.mat','roi_11_coords_-38_7_-12_roi.mat','roi_12_coords_-39_-6_8_roi.mat','roi_13_coords_-41_-17_-4_roi.mat','roi_14_coords_-6_-88_-3_roi.mat','roi_15_coords_-11_-18_-19_roi.mat','roi_16_coords_-47_29_27_roi.mat','roi_17_coords_-8_14_-6_roi.mat','roi_18_coords_-14_0_3_roi.mat','roi_19_coords_-9_44_-2_roi.mat','roi_1_coords_-6_-6_28_roi.mat','roi_20_coords_-37_-20_19_roi.mat','roi_21_coords_-6_-37_27_roi.mat','roi_22_coords_-13_-72_40_roi.mat','roi_23_coords_-17_7_-10_roi.mat','roi_24_coords_-22_-46_63_roi.mat','roi_25_coords_-8_-16_1_roi.mat','roi_26_coords_6_-6_28_roi.mat','roi_27_coords_11_18_4_roi.mat','roi_28_coords_48_7_1_roi.mat','roi_29_coords_8_-69_23_roi.mat','roi_2_coords_-10_14_9_roi.mat','roi_30_coords_3_37_-16_roi.mat','roi_31_coords_38_10_14_roi.mat','roi_32_coords_34_41_-12_roi.mat','roi_35_coords_24_-39_-2_roi.mat','roi_36_coords_35_11_-4_roi.mat','roi_37_coords_41_-8_-6_roi.mat','roi_38_coords_36_-12_6_roi.mat','roi_39_coords_6_-88_-3_roi.mat','roi_3_coords_-50_-2_1_roi.mat','roi_40_coords_7_-20_-14_roi.mat','roi_41_coords_35_29_29_roi.mat','roi_42_coords_8_11_-6_roi.mat','roi_43_coords_25_-11_-4_roi.mat','roi_44_coords_13_44_16_roi.mat','roi_45_coords_38_-20_19_roi.mat','roi_46_coords_6_-37_27_roi.mat','roi_47_coords_6_-61_56_roi.mat','roi_48_coords_25_4_3_roi.mat','roi_49_coords_22_-46_63_roi.mat','roi_4_coords_-8_-69_23_roi.mat','roi_50_coords_6_-16_2_roi.mat','roi_6_coords_-38_10_10_roi.mat','roi_7_coords_-25_33_-16_roi.mat','roi_8_coords_-30_26_-5_roi.mat','roi_9_coords_-25_46_-11_roi.mat'
2029,-4.054322038,2.695544326,1.957090783,6.781320948,4.348995418,1.178734415,7.782130224,6.627661059,2.880568632,5.5902077,5.698752332,2.12267898,4.768523056,4.343915962,3.807890369,2.3461449,-4.126483839,9.7041519,2.229320644,14.19579594,5.903504041,0.693258373,-1.02586782,3.808544159,4.296049865,-3.615964506,8.541921901,6.271036174,1.624701665,3.471923188,10.51120974,3.611057219,0.630172028,5.19834603,3.947516152,5.92507295,2.983730177,1.790239337,3.873712256,6.190989175,3.451422755,5.446860839,0.94983088,5.402967251,3.140966637,5.904374668,0.515606827
2030,-3.968903357,4.643454946,-1.498908871,3.568362307,-0.439904673,-3.990024442,-0.438426357,3.511882287,0.866372461,1.366471031,-9.249819887,-4.926995727,-5.627175675,-2.437736977,2.897068365,-5.598256178,3.426053815,-8.797428523,-0.761791041,-3.178631702,-1.785871987,-0.494214192,4.072817504,-0.47953901,-1.407248265,-1.747774814,0.950490185,0.219293505,-0.375245474,7.270313993,0.847172233,-10.0698769,2.378699322,2.761963464,1.763399206,-0.485879819,-4.637707522,-5.194079748,-2.007303724,1.130340284,-0.894507505,-0.974329067,3.991353544,-1.503165253,-0.330186921,-3.386537207,-0.952210591
2031,-0.349466498,1.109092256,1.655153308,-3.873296339,-3.270261511,1.187100736,-0.490570358,-0.996103988,2.164266963,0.661975867,0.423223644,-0.565391372,3.696023584,0.626294893,-0.673821805,-0.437924773,1.154412499,3.883140696,1.090329502,-3.174447717,-4.195132272,1.029761577,-1.766445018,-2.07800048,-1.935942649,1.861767163,-0.308520257,-2.981536492,-3.260007881,-1.595522198,-9.434814856,1.780645263,1.326102612,-1.191307046,0.626506039,-1.19335823,-3.079360092,0.669998432,0.64260995,-0.959465193,3.842134837,-1.955784534,-2.438840639,-2.295809543,-1.721023926,0.323797132,-1.695271648
2032,2.378667322,-1.489177592,2.777694505,1.522695099,4.809261826,-0.198317359,-2.387598734,2.698985666,-0.217384141,-1.51192324,-8.357584148,2.265061587,2.362081504,-0.609758952,1.037165787,0.904063269,1.87305497,-4.407311757,-0.533972835,1.427479788,-0.118700268,-1.482838295,-0.87898311,0.387410671,-0.828616301,1.222201318,-1.469081418,-1.242308355,-0.725692641,0.300490935,0.927807502,-1.841837663,2.413264797,1.708280167,-0.859253115,1.165122781,-0.009731394,2.44290724,-0.07090106,-1.299109329,0.102341534,-0.665964433,3.646724839,-1.33631931,1.578735258,0.088869771,-0.466532917
2034,3.56556644,-3.173683648,-0.059958293,-4.16448436,0.215606166,-2.351701627,-1.966983268,1.727667998,1.257271452,-1.669916819,-4.37662654,-2.381763167,-4.196113312,-2.082777139,0.753200595,-1.90097056,4.162288379,-4.540220319,0.909470106,0.014436098,-3.49688579,-0.587903292,-2.248574033,-0.914319038,-0.904829002,4.901843552,-2.893120998,-2.30035043,1.325464893,-0.958850103,-5.536101954,-0.536399091,-1.478308895,0.613070137,-0.919147091,-1.103241203,-3.129822497,-2.566363823,0.061098258,-2.615298182,-3.66225055,-3.680188874,6.135571653,-1.62067614,-1.950928984,-1.923940025,-0.651340505
2035,4.236056428,6.585759751,5.223624496,3.400653546,-1.540573881,2.574905016,0.609274287,4.161884116,4.925009259,-2.641815663,2.387604971,2.225773879,2.07020509,0.708369628,2.97947954,0.716586622,8.879452151,2.69357208,0.15956925,4.25398892,2.37325281,0.79469339,0.344455659,3.711379962,1.053783579,4.791460712,4.778745254,1.457676171,0.523033847,8.256204002,3.568478762,3.218904064,0.082943612,10.21972633,3.351375732,-2.903055018,-1.659088756,1.963650275,-0.650571892,2.981689413,-0.220442177,1.742816477,4.810146792,2.292177958,2.665706792,2.923900399,-2.419884391
2036,4.306726856,-0.850984242,2.510340946,2.297260874,2.104025472,2.040810875,0.053363217,-1.884505216,-0.618860598,-1.056407189,4.867733086,0.133134354,4.428335633,-2.407610385,-1.6455894,-1.649514981,0.005205006,2.931204926,-0.660397626,-1.107547391,-3.831751191,-0.436419263,-0.693816006,1.314606694,-2.16947871,-1.904186614,-1.211963767,1.787410846,0.546187918,3.195867628,2.119819477,-0.551436283,-0.2560129,0.543836134,3.407181598,-0.113470928,0.430408369,2.214013122,-1.523637983,-1.415142007,-3.966281887,3.417775164,-2.529647627,3.218331075,-2.111674975,-1.647502627,-2.934847653
2037,-0.391710328,3.959359032,0.187353368,1.367135074,4.812805646,1.081138816,0.126052212,2.322638595,2.325822776,1.42639996,-1.998278287,-1.150078322,-0.001502656,1.250690818,0.33101139,0.415347668,-3.593446921,-2.652121379,4.397578037,1.889699263,1.411435045,4.089739153,1.100696046,-0.908652674,2.861840955,1.56602991,2.903215158,3.784195234,1.262964041,8.799834986,-0.400971856,2.724340982,1.877176437,3.71513909,-0.250160168,1.66472603,-2.374468578,3.744734673,2.627969292,0.575206989,0.985010983,3.102923168,-1.630054336,-0.793146893,2.191182269,0.762758301,1.58624122
2038,-0.671791923,-0.308383599,5.70072077,2.83669543,0.972333409,-1.585766945,1.820751596,2.228328571,4.15633906,0.628185112,-3.964880583,3.690927191,-1.217495697,1.2471956,2.654506634,2.910664956,8.24370594,-4.81377218,0.437979816,3.358807698,2.479462235,5.249911863,4.0287368,5.456638423,2.133396399,5.022973128,4.21740894,4.272007773,5.797238289,1.893472284,2.041392348,0.237185352,-0.301039689,1.009917711,7.474297564,0.996934857,2.822928526,-1.616778061,2.637797079,7.236979389,0.971092641,0.96796304,7.315632136,1.818405975,-0.878236301,1.598075127,1.127300395
2039,-0.254426956,0.902705694,-3.609096844,0.258285857,-3.533598521,-4.957737382,-8.864036502,1.719026976,-5.651792787,-1.706718019,-4.705923322,-2.483487496,-1.130112183,-4.278628862,-2.220438143,-0.16812179,-5.434767041,-10.15376666,3.415059578,-2.055942063,-6.416947105,-1.943507977,-1.623526812,-0.399041328,0.569980359,-1.996412728,-4.449800884,-0.103150134,-0.04344089,2.367745682,-0.72035752,-5.98855767,0.902035119,1.406168096,-2.064874657,0.519947848,-2.826594839,-0.263918963,3.664439762,-5.579351859,-0.279620582,-2.580086572,-3.140148416,-4.62043033,0.942276265,1.183158191,0.777806247
