ID,'roi_10_coords_-24_-39_-2_roi.mat','roi_11_coords_-38_7_-12_roi.mat','roi_12_coords_-39_-6_8_roi.mat','roi_13_coords_-41_-17_-4_roi.mat','roi_14_coords_-6_-88_-3_roi.mat','roi_15_coords_-11_-18_-19_roi.mat','roi_16_coords_-47_29_27_roi.mat','roi_17_coords_-8_14_-6_roi.mat','roi_18_coords_-14_0_3_roi.mat','roi_19_coords_-9_44_-2_roi.mat','roi_1_coords_-6_-6_28_roi.mat','roi_20_coords_-37_-20_19_roi.mat','roi_21_coords_-6_-37_27_roi.mat','roi_22_coords_-13_-72_40_roi.mat','roi_23_coords_-17_7_-10_roi.mat','roi_24_coords_-22_-46_63_roi.mat','roi_25_coords_-8_-16_1_roi.mat','roi_26_coords_6_-6_28_roi.mat','roi_27_coords_11_18_4_roi.mat','roi_28_coords_48_7_1_roi.mat','roi_29_coords_8_-69_23_roi.mat','roi_2_coords_-10_14_9_roi.mat','roi_30_coords_3_37_-16_roi.mat','roi_31_coords_38_10_14_roi.mat','roi_32_coords_34_41_-12_roi.mat','roi_35_coords_24_-39_-2_roi.mat','roi_36_coords_35_11_-4_roi.mat','roi_37_coords_41_-8_-6_roi.mat','roi_38_coords_36_-12_6_roi.mat','roi_39_coords_6_-88_-3_roi.mat','roi_3_coords_-50_-2_1_roi.mat','roi_40_coords_7_-20_-14_roi.mat','roi_41_coords_35_29_29_roi.mat','roi_42_coords_8_11_-6_roi.mat','roi_43_coords_25_-11_-4_roi.mat','roi_44_coords_13_44_16_roi.mat','roi_45_coords_38_-20_19_roi.mat','roi_46_coords_6_-37_27_roi.mat','roi_47_coords_6_-61_56_roi.mat','roi_48_coords_25_4_3_roi.mat','roi_49_coords_22_-46_63_roi.mat','roi_4_coords_-8_-69_23_roi.mat','roi_50_coords_6_-16_2_roi.mat','roi_6_coords_-38_10_10_roi.mat','roi_7_coords_-25_33_-16_roi.mat','roi_8_coords_-30_26_-5_roi.mat','roi_9_coords_-25_46_-11_roi.mat'
2032,3.807444112,-1.292549998,0.963920317,0.87597049,3.191066515,0.34836691,-3.720383668,1.136499759,-1.282927965,-1.277297975,-1.277829295,3.035061449,3.523889603,-1.947737117,-0.111807126,-1.60937686,-1.318381453,-1.189755195,1.820051284,-0.944250529,-3.079375846,1.651124832,0.859461691,1.557378167,-1.032163919,-0.077864948,-2.047706574,-1.168375202,-2.722909085,-0.717139179,-2.602138571,1.864331893,3.2656554,0.398415307,-2.581816129,2.524688783,0.976762183,3.633278186,-2.550479789,-1.59601921,-2.137910953,-1.43677256,-0.549356275,-1.266363142,2.200950642,-1.923249799,-1.460456724
2034,2.459659865,-0.788678009,2.717119847,-3.43612757,-2.755807069,-0.82101262,-1.613995423,0.437842136,3.31551618,-2.595943258,-2.489821956,-1.18611393,-1.328465336,-2.309497728,-0.781253348,0.348846748,6.607949749,-4.51683197,-2.175076021,0.346180126,-3.100392048,0.146372361,-0.826981977,-0.443183316,-0.816864643,1.808203629,0.458221763,-4.122242181,3.107037032,-1.295053788,-5.631357517,3.2956531,2.648740248,0.193517157,-0.399589727,-2.758687139,-1.295177496,-0.544693083,0.282072962,-0.248610094,-1.65235066,-3.904018146,7.338553244,1.236106879,-3.060098554,-1.462492471,-0.194213851
2035,-0.555331278,3.263486646,5.360040836,1.79677407,-0.616512541,-3.054183319,1.105985516,0.166836302,0.597908169,-2.866815243,0.331328867,5.108283932,-1.127818772,1.81676455,0.414857263,2.014929019,5.137979968,3.412814838,1.618548139,4.004166623,6.375663017,1.395174615,-0.951151103,5.550802101,0.696549551,1.962253581,1.701713924,1.724576005,0.354594751,4.670103083,2.551308207,-1.509498404,1.676778811,1.400680326,3.450819825,1.897672396,3.229268101,-0.994903427,1.603425015,0.479819276,1.26321202,1.27898583,5.253921779,4.651800484,-0.345248101,0.153658807,-0.602270707
2036,5.834194068,3.012271874,-1.1092812,4.419547067,1.942979522,0.690789144,0.524879676,1.705007387,1.385413296,-0.579277226,5.83719513,-4.899323717,-0.251238639,-1.766561137,3.255774012,0.785333563,3.47449801,4.496370787,2.031586312,-2.007982202,-1.480135551,2.076578509,-3.637030497,-4.007162999,-3.171728973,3.648004123,0.117863377,2.444295584,1.093484305,1.521515164,0.834320681,-2.271491317,3.885982427,4.680846484,3.860467858,1.069257567,-2.881571526,-1.656470373,2.645169266,2.371852217,-0.705087656,2.739618359,5.24624622,-1.548052829,-1.055939241,1.332920305,-1.906230321
2037,1.92002861,1.623262419,-0.331809143,1.576670225,5.997748535,2.502427444,0.549912934,3.048221087,2.670942889,1.892398076,-0.09992011,-2.250239889,0.39695968,0.983074361,-0.467689874,-1.471810743,-1.609172722,-1.718665969,3.053289713,-0.282860906,-1.489900632,4.606917677,0.423133574,-0.514585213,1.17662185,2.111346118,-0.794120502,1.137227394,0.294351267,11.5851595,-0.580599354,4.5517992,0.704503666,2.054701932,0.037191532,0.348330336,-0.885167626,3.028669415,-1.432034374,-0.10230123,-0.343845948,0.535893059,-0.423632499,-2.091819619,2.205825007,0.444984106,1.119053304
2038,1.74033811,-0.752048188,5.320408672,0.233446818,-4.745144528,0.564411892,3.261222932,1.233932215,2.558742032,0.129721432,-3.604690871,1.499578965,0.503182895,-0.448861735,2.616495945,3.333686418,4.247137627,-3.536489284,0.862999182,2.01949447,1.686980649,3.897598732,0.692755044,3.91938953,3.351538141,4.114877616,2.836299428,1.592650574,5.642508799,-1.082865835,2.087261924,1.736741098,-0.544924185,2.408616047,1.794247976,1.916749409,3.747103905,0.704109456,-0.986735606,7.112903946,1.201475313,1.501405714,3.965741017,1.32726738,1.127127114,0.790112181,2.946824496
2039,-2.936338101,-0.387205516,-1.257648707,-4.188922942,-3.721717586,-3.855879729,-4.492068804,0.285946598,-0.171413155,-1.52019936,-5.749322107,-4.046225269,-1.383789576,-1.929561114,1.410950437,-1.940529297,2.151092411,-9.569978569,1.61433801,0.575404334,-2.919140886,-1.413809549,-1.719982147,1.325350631,-0.125281147,-2.180817775,-2.560905571,-0.84903833,-0.723093469,2.347558581,-2.139319662,-2.204220034,0.994237758,-1.043909372,1.655161987,0.999718703,-3.687370044,-0.637670169,2.666307871,-1.267569584,-0.597977068,-3.112909826,0.855188676,-2.947197689,0.070788299,-0.798985937,1.113816424
2041,-7.469637287,-5.521972338,-2.956014774,-5.205005631,-2.747718689,-2.149893593,-4.075570756,-2.872699526,-3.055236786,3.171953886,-2.491838831,-1.149620254,-1.00963743,-3.079062657,-0.009714985,-2.458008226,-0.439058944,-2.853070335,0.358284297,-6.139253325,-2.289977605,-3.766725994,-1.271227669,-2.056351705,1.322301271,-9.368361087,-7.587294376,-7.625017721,-3.129286211,2.008219151,-4.966065425,-8.320759309,-1.327738124,-3.071257762,-7.76833666,-1.636820743,-2.245732593,-0.040417686,-1.402467648,-3.040989446,-2.172790466,-3.245476854,2.893477636,-3.941025998,3.68508992,-4.321870492,1.131179305
2042,0.941450278,2.028410133,-1.782883632,-0.085368371,-2.546697761,-3.497366701,2.085136802,-0.429099977,2.619854844,-1.170253336,2.409615801,0.162495126,-1.00064697,-0.927840987,-0.055251407,0.887795033,4.160911866,0.089832978,0.739669145,-0.841098915,2.036677971,2.048369324,-2.127885416,0.615506129,0.407929165,0.852261427,2.393302533,-0.148554169,-1.122729943,1.199408772,-1.30661363,1.521645382,-0.665702027,1.055776505,3.286384882,1.140065704,-0.267433862,0.73374593,-0.480425224,2.372439698,-1.606843074,-2.011847709,2.801642126,-1.456406463,3.411202252,-0.529821917,0.672437889
2043,2.664930565,3.238875746,2.058308961,-2.257022435,2.449378634,0.692707389,-0.54992316,-2.152095193,0.125573284,-1.458252902,-2.90496404,0.263458905,4.269004645,0.543848669,-0.334922151,1.875138479,1.790017421,-6.336304918,-1.687210028,0.17680317,3.130581334,-1.60505975,-4.488835663,-5.509110017,0.634963524,-0.617928902,-1.946335177,0.282496267,-2.751894901,2.018758852,3.203859586,-1.266529682,1.873797993,-1.981185226,-2.163909075,-1.168396821,0.835027535,1.865388488,-0.519791636,-1.385884921,-0.611226827,-0.426904978,0.438920053,-4.278236626,1.529870135,1.95821127,0.480894893
2044,3.343030438,3.185736176,0.879338946,0.419897943,-5.628327786,3.427188089,-1.510856046,-3.5837278,-2.128819852,-1.750645017,0.469800541,3.96518011,5.476083294,0.501718277,-0.62435823,1.547835237,-2.3801115,-0.871749644,-6.790814916,0.976648298,0.421330921,-0.610901165,0.066348642,-2.012021715,-2.377891577,5.122665765,0.211543095,0.975041287,1.079624598,-5.864016688,2.253915782,1.747544364,-1.836152971,-1.668416741,0.138711869,1.633335615,3.618006731,4.810745692,1.422883528,-0.150828221,-1.434625753,2.539824642,-3.824521069,-1.397500035,0.124845654,1.481160252,1.671470453
2045,-1.964137363,1.882597601,3.956631599,1.704216014,-3.549756008,3.836852471,0.722993879,2.256599854,3.394545038,1.157098616,4.966758128,-1.185913037,0.147895421,1.008794306,2.21442561,2.309446468,1.554927672,6.07217625,-0.578516303,1.445114941,1.613223495,2.020911599,4.463462651,0.736854293,0.14243698,-0.866620943,1.105043641,2.298213044,0.881573993,0.226094045,1.657558934,3.564030733,5.011357354,5.251572266,-0.564677756,3.220990431,-3.980024387,4.870381093,1.956327829,1.039118324,-1.992092097,1.021424017,1.651317897,1.098911973,-0.430073249,2.679722162,0.292292437
2047,-0.990282155,1.151709648,1.926309859,4.951731821,1.093155426,-1.667445753,2.665349446,1.326764155,0.337256446,2.44647861,0.785423256,1.820143441,3.391775313,4.065974665,1.576122707,2.203663598,2.598695861,2.333599302,3.330778293,1.012327244,3.721826136,0.432083775,6.373902798,1.243218471,0.660505182,-0.087449655,0.752057574,2.030610687,-0.819999948,1.818025165,0.934261675,-0.534210808,2.496590062,4.156342291,0.468452192,5.899177009,1.517415665,4.850102955,2.505854863,0.440987199,2.100598787,3.841441286,1.765142479,0.206894837,2.238337542,0.660786696,0.414753462
2048,-1.241807686,1.213269199,5.127223476,-0.254476162,5.627101575,1.898491051,2.462011038,2.387627002,1.612412299,-0.545201338,-0.973993644,3.147395506,-3.130342113,1.683552392,-0.940013816,0.968542334,-1.118248628,-0.963327197,1.721901719,-0.212402696,-1.490585584,2.810133485,0.623952196,2.270507542,0.290148346,-0.229513055,0.839734744,0.142813797,0.522663456,7.474793665,3.073238106,0.222554823,-1.448304907,1.475864151,-1.906512127,0.410699218,0.754658745,-4.05870745,0.843809014,1.269655529,-0.744283819,-1.015890428,-1.832410915,1.480871674,-0.20707606,3.931685797,-0.651616758
2049,0.188678904,2.69129567,0.353735067,-3.207224605,2.638487745,-1.683647689,-0.788959549,0.835039192,1.334162422,-0.531026375,-0.150174144,-4.115538617,0.631010055,-0.098965021,-1.294454607,-0.39912703,-4.346444672,3.179048442,-0.7241714,1.110973453,2.229038979,-2.229381491,2.444036648,-5.413665121,2.02842178,1.103093035,2.154259435,1.125157316,-0.880245688,5.485887405,-0.88926652,-2.64915899,1.726300396,0.464111169,0.126965742,-0.358119743,-3.651308395,2.044698586,-1.284548553,-1.614411965,-1.574422088,0.223937523,-3.40167518,-3.956132087,-0.834444621,0.621908144,0.164757298
2050,2.920810626,-3.841214367,7.09302115,8.422481805,8.079813092,2.001155679,2.786371671,1.32008319,3.752956952,-0.141298819,10.11040041,3.800538175,4.976581788,4.563841692,0.984418479,0.836080963,9.93980481,9.774232808,1.162396602,3.367059169,4.155767148,2.402298417,0.554071069,-0.986005929,-3.896290787,5.276874259,0.270756358,-1.627926296,7.01763754,8.278906468,3.240105033,4.589583335,1.855045042,0.318824501,3.918789395,3.535188554,1.537404818,0.50023274,-1.275218968,0.703512325,0.637869432,4.129828662,7.876514641,-2.738085333,-4.612547028,2.274559696,-3.701955569
2051,2.129416161,-1.524543771,-5.968703948,-3.510223066,-3.003769438,7.943471857,-0.28521125,-1.176157109,-3.020830896,-0.993353788,0.1710577,-1.845945532,-3.416442247,-1.822759311,-3.377868505,-2.00659962,2.810006397,2.961559996,-3.632290181,-2.68748507,-3.462291975,-1.638418615,-3.41984266,-2.929282253,-0.365733885,1.527617709,-2.000783723,-1.568528673,-0.521640658,-0.456551701,-5.501711933,8.256313445,0.36323849,-3.219423448,3.768777898,-0.688020749,-6.54498974,-3.495413064,-0.57764736,-2.237113449,-2.101963387,-4.450746761,1.438681249,-2.762767634,-0.483224439,-4.556016671,-0.253443882
2057,1.442035939,0.149887747,0.927674903,0.127817991,-2.68816835,-1.108161974,1.201696598,2.449144335,-1.076982083,0.343425181,-0.083229954,-1.388802836,2.020723355,-0.417663127,-0.988561886,0.203349137,0.400631126,0.532380617,3.589228121,0.184246356,2.204763762,-1.091215705,-0.106991079,1.232345787,0.797545726,0.79576847,1.49142587,-0.104959063,0.877839988,1.942623322,-1.47247294,-2.517795844,-1.712614643,1.776579441,-3.851103763,0.376644262,0.134777122,2.086601469,0.060043868,1.149695754,-0.971229972,1.07893855,1.218253724,-0.043840452,0.612396904,1.241296471,-0.266676807
2058,0.094270147,4.658681556,0.970211038,2.523100719,-1.053203929,-0.190055507,1.441436403,3.886463818,2.481725004,2.341259273,6.460131575,0.650091304,4.571860113,0.528160812,2.605628314,0.333410982,1.152480751,1.344664192,3.510683557,-1.931941067,-0.098077598,2.784235285,1.635732681,-0.72442553,-0.716212739,-0.122937972,2.12798386,3.612085407,-0.765124672,3.22816011,-0.771578299,-0.885972334,-0.465892123,5.672404757,-3.356882054,1.287794758,1.898587525,4.75974447,0.285720726,1.096771914,-1.839397542,0.252309724,-0.111241077,-0.660596861,0.837216866,5.958518013,-1.269813788
2059,0.708863783,0.104549077,1.512298325,-1.607115755,4.6171176,0.858799361,4.646682343,-1.067094666,0.394645755,0.504880253,5.649135475,0.394269848,-2.667596222,0.745113228,-3.440193856,4.134883084,0.096793845,2.521823474,-3.604905535,-1.948267399,0.319401235,-2.498210129,-0.675388426,1.812189525,-1.385345477,3.493733444,0.960404459,1.46504048,-1.257262291,3.303838346,0.387932599,-0.76942226,-1.313201464,-0.929444416,-2.248649684,3.461382852,1.527088984,-3.617878172,4.318803336,-2.700694532,3.228383073,-0.818548246,-0.276667522,1.551543766,-2.113945261,-1.58460656,-2.09670761
2060,0.20213735,8.456172436,3.712739545,5.868353613,4.654730542,2.599450633,0.42085471,0.204956311,-0.67126242,-1.284704421,-1.547274187,4.489241983,3.238254717,2.651940775,-0.851363413,2.983248431,10.23726746,0.389696213,-0.482617786,0.50765873,-0.082717361,0.452311925,1.317619711,-0.084551725,0.727790571,-0.401337044,2.191570427,2.092148027,-0.390519155,6.996364677,2.997511661,-6.417277235,2.733395832,-1.096407693,2.691439845,-0.097586772,-1.713828984,3.390044691,-0.395628378,2.36414622,1.361837191,-0.852958501,5.625470865,-1.12488063,-0.095538674,-0.349275424,0.027362763
2061,1.477309312,1.289806256,2.13202839,1.63758429,4.67558226,4.449955656,0.385118376,1.051025341,0.094969199,1.100950658,1.01726752,0.729113129,2.381555832,1.328867007,1.736996379,4.095796689,1.160946273,4.688925716,-2.133985218,2.103971121,3.352100448,-1.714542033,6.397897601,2.922970317,0.989597362,2.110123256,0.483896455,1.394100404,1.822515862,5.011180337,3.741120114,-0.052923852,-0.175365173,0.536978804,-1.84096425,-1.376652607,2.904849619,4.458663387,2.22456211,-2.013252238,2.786783071,2.428946057,1.804102651,-0.681405406,2.019539748,1.196999527,-0.987106776
2062,-1.30589015,-1.812507727,-1.083293359,-4.843763945,3.617402876,1.543045517,-2.520612701,-1.165396641,-0.504903602,-1.32910854,-2.206677687,0.737426548,-1.328800202,-3.951088548,-2.290597292,-4.139490453,-5.23703778,-3.017080628,-0.195229537,0.191551856,-0.396013045,-2.198737303,-2.447512358,2.38558727,0.024965506,0.220947944,-1.741466736,-1.340909069,-0.100160048,11.88797153,-3.272748601,0.939294331,0.20628376,0.607697094,-1.347451595,-0.572742503,-1.325308361,-1.40197541,-0.872326107,0.041705363,-1.193189255,-1.318049904,-5.808214072,2.951073786,1.797582643,-3.656207672,0.618532094
2063,2.783960726,2.379863027,2.783621956,-3.355128369,1.249795517,0.40212493,0.41769555,1.633281146,1.037542502,0.197142032,0.380421301,0.257683472,-1.235004059,0.087723024,2.168458189,1.636148966,4.614937242,0.782892484,0.075200968,-0.777221467,0.325159997,1.332983269,1.111332402,-1.625928424,1.014711444,3.175872369,1.96746551,0.742367092,-0.415706229,0.295008341,-0.835323973,1.535046501,2.98267964,1.540355159,2.426180813,2.095383241,-2.795070845,-0.601190806,2.203794367,-0.565499319,0.30768636,-2.474706445,3.111988656,-0.087506576,2.401563185,1.259568856,-0.423146902
2064,-2.568707882,-5.933680133,-3.355237623,-2.55908987,-2.165323344,-5.659356427,-1.457271733,-0.798209139,-2.684189882,-0.998338332,-5.993287608,-6.66391048,-5.505889437,0.770853871,-1.743259535,-5.247480152,-1.322474004,-5.869364229,4.990254962,-3.202269188,-0.476466676,-0.916125174,3.366556764,-1.771344017,2.479051024,-1.321483596,-1.499536581,-4.73370621,-2.606948319,-2.246410923,-2.844453633,-4.456277033,-1.000451502,-0.180720647,-2.250187703,0.657861065,-5.829920876,-2.793684491,-6.208533448,-3.474408688,-5.351303285,-2.144796835,-3.035374093,-4.916255055,-0.785629933,-2.351537157,-0.697433195
2065,1.385838123,1.371958678,0.155538427,-0.149057597,1.365775021,-9.139770057,2.281097473,4.039957364,2.973344793,1.330522514,-0.430854127,0.826871453,-0.091343796,-3.722629805,-0.749744121,0.84194624,16.74995239,0.864183957,5.019658568,0.822449376,-8.193812475,2.81176941,1.382608399,-0.715145816,0.495768263,2.272267189,3.359266903,1.101563369,3.510192451,1.390479186,0.997072504,-3.421094409,4.167965729,3.321073212,6.336789948,3.435572422,2.362061717,-1.128700877,-1.053950119,2.007596343,1.266125731,-3.898920819,16.00652333,0.99175011,2.120572749,0.513236586,2.437170841
2066,1.810329109,2.179985663,2.085313391,3.727331207,-0.547817709,-2.002938316,-1.802428574,0.835025431,3.273827931,-0.999732279,3.580268571,2.059405832,0.876468626,1.506216429,-0.229713197,2.28077307,2.921107885,5.165871324,1.08835479,1.384649617,0.216342176,1.183256091,-2.166597225,0.569365453,-0.814036184,0.661189581,1.45131048,0.553723513,0.249524009,7.566851668,1.445826562,-4.8703897,-0.512782234,0.793599299,0.574702656,1.955837303,-0.344949963,2.446117569,1.551533527,0.008934383,0.816261298,-0.734055093,0.154259687,4.252798239,0.98448175,3.459423676,0.355316848
2067,-0.591955112,-0.90236278,4.797968286,0.715944862,1.866384938,-1.053846862,3.229498946,-1.451541546,-0.534407736,0.051020892,0.270722293,5.03649141,5.223430907,1.480105291,-0.286525237,0.284413977,-0.590808886,-3.138343675,-1.012506209,0.145260635,-7.979384975,-1.920417249,-1.001919746,-3.887317116,-1.228223986,-3.861837053,1.240646268,-3.490655655,0.221566381,5.390874675,2.02016228,-4.032755722,-2.434255032,0.351189394,-0.838919125,-0.212495684,3.219458093,5.488474764,0.974559909,0.645057681,-1.313541747,-4.928771418,0.404286533,6.162602556,-0.460605239,0.99784671,0.058867276
2068,-0.937187596,0.719025292,1.466269897,1.539911553,4.625919948,1.408768189,-0.959752449,-1.108359565,0.410891845,-1.789645642,-4.374793237,0.024559178,-0.435572288,-1.225347482,-2.201046825,7.980098007,-3.282748696,-1.688140708,-0.294983329,-0.873032959,-0.535248859,-0.49245477,-1.311901905,-1.112018737,-0.402477379,-2.064107428,-1.075656211,-2.731664013,-4.0579131,5.656928416,0.978429155,5.33387626,0.102592949,-1.404036664,-2.581167279,2.321877847,-0.730670314,3.771828921,-0.003008528,-1.060039445,5.971445862,-0.409501429,-2.283136566,3.57166533,-1.616353593,0.710583614,-2.318559724
2069,-1.094289475,-2.218687546,4.65824795,-3.958637128,-1.800246472,-2.197112927,2.789051087,-1.328704207,-3.056714222,0.161308018,-0.786961252,1.405238757,6.099959356,5.550594552,0.368448889,0.294293529,4.479994757,-1.082212927,0.430564238,0.873605479,-0.295616947,1.461640955,5.521542072,-6.077311819,-0.698605593,1.805102893,1.554927482,-3.108073117,-5.13731722,8.330013101,1.092912295,-2.961466612,0.772387267,-2.100370891,-0.273190568,0.012502433,-7.161481212,3.559483745,3.068637986,-2.023707372,-0.752475823,3.660353908,4.766559142,2.84251882,2.868985074,0.217801061,2.117734206
2070,-6.778889933,0.100053752,-1.147854164,-2.614704261,-2.278219287,-7.75724147,-3.048541675,2.193942984,0.011471592,-0.604588824,6.559190409,-0.868641317,-0.0694248,2.736371665,-0.307176056,0.520802459,-4.259385429,1.265084287,-3.242642224,-0.236581549,-0.260944946,-3.367494272,3.360162854,-6.555099921,-0.117195148,-4.04664253,-2.072418896,-0.697497413,-0.950867121,4.955483594,-4.365315632,-9.201807651,2.084307078,2.265241781,-0.347994766,-1.540561886,-3.006108157,1.913858442,2.7144433,-1.355621331,-2.835067972,2.10900693,-1.661956689,-4.511080678,-2.654190896,-1.105588617,1.210332052
2071,-2.103513501,-1.366616503,0.034226902,-1.658126765,-0.060605346,1.137400502,1.805986324,0.463991559,2.535184613,-0.973493996,-2.798633687,0.804757258,-0.6879504,-1.01353337,0.569863771,1.859734704,0.084741794,-1.758293335,0.848163683,1.579889725,5.459015708,1.910293564,-3.009340115,1.478422956,0.370859526,-1.160507294,1.113695893,-0.959078868,1.099587958,-1.613274649,-1.24210789,2.551915779,0.915306279,1.817357621,-0.883035659,1.43706307,0.157837481,-2.555833162,5.065253161,-0.270723205,1.007762836,2.378441292,1.515264625,3.199243391,-0.625372552,1.340736552,0.331485915
2076,-1.132660051,0.292272814,4.398757928,3.172562739,-2.159644434,-3.120747136,5.634734689,2.882988821,2.57557578,-1.482423687,3.409974391,2.615067082,3.124329083,2.469566386,0.800776918,6.229187536,-4.784125408,1.537161531,0.604513657,-2.456320506,3.913686102,-0.723581251,4.776294917,-4.93489803,-1.502334999,0.342492873,-0.434441716,2.020838515,0.742074362,3.046691786,1.270188278,-0.301467952,-0.692873717,0.345482695,0.960665524,-1.76126774,-0.574100142,1.524725639,-1.368262413,-0.872719652,1.289184427,-1.16162178,-4.722879749,-0.774984884,-1.587070134,1.522052603,1.942597131
2078,6.562888124,2.128235813,4.01379669,1.894202301,1.161862487,0.06646738,-0.697191824,-1.419382404,0.57035839,-0.465383055,-1.619641439,5.452698077,-1.378458093,-2.096439653,-1.247389972,2.223967459,1.097179603,-1.702894493,0.614271233,3.436059432,-1.99847796,-0.378397022,1.813096449,0.860628475,-1.940820868,3.0842156,3.671926765,1.237015188,1.412173941,2.104645077,2.871631204,0.655753605,1.179445141,1.45755057,1.882875257,2.142903296,1.401779565,0.937580837,2.35122295,-0.043129829,1.707884111,-1.180305089,1.599813172,-0.341662409,0.357123319,0.489152232,-0.076888628
2079,0.123142346,-6.474669663,1.960925833,-1.390763515,-0.121293548,1.550242811,6.416568265,-1.563931831,1.527703359,0.953886585,6.232385708,-0.69199122,-5.678709002,-3.666326908,-0.191536605,4.689985393,6.183263457,9.069067529,-0.687620798,0.594099362,-7.578614622,0.084509907,-4.512590945,-2.799077337,1.276797479,2.262433929,0.430248109,-3.384070144,-0.061025505,1.250219153,0.603568883,-3.067039703,-3.039587411,1.181905964,-0.196071821,-3.831278778,-5.167583356,-6.136093718,0.163894025,0.50097381,2.041115464,-5.767491992,7.030230109,-0.231346663,1.036767702,0.751894545,2.684805393
2080,-0.115846078,1.910018986,7.220586743,3.79819361,2.01821355,0.160650577,1.847822583,1.718261954,3.347492485,2.554087753,3.604713528,4.516135456,5.835092195,1.571922089,0.241131028,-3.601135286,2.576401446,0.992995462,-0.319593294,0.72959718,-1.674101406,-1.843669406,1.697571583,7.622369506,-0.291095835,-0.212878972,2.814506759,2.907030228,2.014631813,3.657255904,7.277777689,-3.402681378,2.256117685,0.161496507,2.406961291,2.380502964,3.023781245,5.037616547,-1.470948929,5.484141807,-3.08648634,1.479767675,1.994909167,5.52330572,-1.009307016,2.461638634,0.270816837
2081,1.119850336,3.45763357,0.940349073,-0.806945165,1.779317145,-3.96111154,-2.596414916,1.499451319,0.490241696,2.954923835,-6.280529891,-0.52897809,2.890380223,-0.410589788,0.459561432,0.690592656,-0.063887601,-4.871396486,2.443039939,-1.858663216,-0.680782606,-0.37242513,-1.687618982,-7.925372427,0.763538727,-3.72755184,-0.96667891,-2.072057955,-0.374963527,3.075925088,-0.682352047,-2.085427996,1.900461213,0.352767236,-2.896986713,-1.082240359,-4.457059811,3.355848954,1.604363336,1.567709564,-0.516240761,-4.935954137,1.570862691,-1.243465516,-0.864167681,-0.279087142,0.348471676
2082,-1.202654213,0.780119398,-4.416585916,0.536371434,-1.984736875,0.371033731,0.735139477,2.334794797,1.930932156,-0.038187111,2.263816081,3.529578258,5.495407522,-1.89814728,0.755824958,2.325657273,-5.058298397,-0.927897849,-0.063482495,0.450105982,1.370897647,2.216206626,-2.477783069,6.396680008,-0.508008616,-3.293928111,0.488185719,-2.660825219,-1.861696126,6.581834931,-5.880434574,-0.68367265,2.396718656,1.280544312,-3.684000284,-0.090290507,2.972747738,7.550100101,1.834188751,3.173303898,2.644324718,-1.571491973,-4.39780173,-3.300500788,1.282529043,-2.577522176,1.296668501
2084,0.024042607,-0.968812174,0.365911279,1.031099033,-3.782038469,-2.354404958,-0.836452572,0.483741124,1.432317465,0.084736085,1.816690619,-1.511776397,1.929256751,-1.10916415,3.393846047,0.342905681,3.313618668,5.006921869,0.844946345,0.211590502,-0.042648932,-1.282514128,-1.612895593,0.035953481,1.64289773,0.271285884,1.928260146,1.717501933,-0.918523134,0.062195777,-4.510992015,-1.432100822,2.192126813,0.798297222,2.470907044,1.267682149,-2.381714068,0.450574573,2.481633024,1.927703356,-0.777305572,-1.084086657,0.567324168,0.004301458,1.82743378,0.727912966,-0.689563118
2085,3.443188151,7.439614957,0.098514023,2.224579707,-3.039027573,8.117023124,6.27528293,1.082129359,0.235696621,1.338476068,0.932596153,-2.482464273,7.555909073,-1.156938343,1.061634663,4.115263174,5.683409892,0.92614843,-2.421147107,-0.619208478,0.186611046,-2.507220912,-0.75010097,-4.587072264,-1.814807444,2.67115828,2.572531144,0.53456462,-2.397811428,3.730307182,2.60323359,8.683935105,2.996872821,-0.059388282,3.589753252,0.46053629,1.155829765,11.23350108,4.774424914,-0.501104976,2.121922276,-2.27504694,3.261334485,-3.902426717,-0.14476298,0.947680844,0.080745991
2086,4.173359331,0.915046008,8.916187364,2.380743581,2.572997441,4.18509606,4.229097928,2.457626064,2.017361594,0.662073067,-2.841942482,6.702163941,2.299741266,-0.925090216,0.523744482,1.950793084,2.098140473,-1.262002575,5.261250962,-1.47020835,2.020286809,3.552905046,-0.880732086,2.379007621,0.887953654,3.548728221,3.464351996,2.468424224,-0.205590721,8.114433512,3.471978183,1.623635151,1.328067702,2.177485389,3.037518818,-0.307444595,1.61607715,0.871435122,1.901111196,1.753567392,-0.577736812,-2.184601158,4.666550949,3.769261808,0.556810175,-2.087040193,0.836293398
2088,-2.688773579,2.493698712,0.467556543,0.30794772,1.276284277,4.903112618,-2.924851199,1.756675165,2.354333052,2.463516403,-5.397302161,-2.243254911,-4.779520751,0.727342073,0.042511926,0.972368322,3.172079191,-3.121040187,-0.039740244,1.51773506,0.316298365,-0.00686788,-3.350611329,-0.812835666,1.767828282,-0.135440172,2.306853882,-0.290352058,-0.721336485,7.644705664,0.76391096,2.72548636,-0.277258348,1.809679186,-0.217542723,-1.005470705,-2.297611959,-4.617518014,-0.944624462,-0.878143824,0.43356514,-1.298292343,1.919826533,-0.622907561,-0.642221439,-0.322960815,-0.110468149
